MonthYear,Description,TotalQuantitySold,AverageUnitPrice,TotalSales
2010-12,BLUE SCOTTIE DOG W FLOWER PATTERN,6,1.66,9.96
2010-12,BLUE SHARK HELICOPTER,2,7.95,15.9
2010-12,BLUE SPOT CERAMIC DRAWER KNOB,330,1.88,382.94
2010-12,BLUE STRIPE CERAMIC DRAWER KNOB,155,1.79,234.63
2010-12,BLUE SWEETHEART BRACELET,29,4.24,123.14
2010-12,BLUE TEA TOWEL CLASSIC DESIGN,64,1.25,80.0
2010-12,BLUE TEATIME PRINT BOWL ,10,1.25,12.5
2010-12,BLUE TILED TRAY,1,6.75,6.75
2010-12,BLUE TRAVEL FIRST AID KIT,1,1.65,1.65
2010-12,BLUE TV TRAY TABLE ,8,13.01,88.24
2010-12,BLUE VICTORIAN FABRIC OVAL BOX,12,0.84,10.08
2010-12,BLUE WIRE SPIRAL CANDLE HOLDER,5,8.47,38.12
2010-12,BLUE/CREAM STRIPE CUSHION COVER ,24,1.25,30.0
2010-12,BLUE/GREEN SHELL NECKLACE W PENDANT,2,5.73,11.46
2010-12,BLUE/YELLOW FLOWER DESIGN BIG MUG,1,1.95,1.95
2010-12,BOHEMIAN COLLAGE STATIONERY SET,24,2.56,61.12
2010-12,BOOM BOX SPEAKER BOYS,22,7.27,142.74
2010-12,BOOM BOX SPEAKER GIRLS,127,4.65,203.49
2010-12,BOOZE & WOMEN GREETING CARD ,57,0.54,24.87
2010-12,BOTANICAL LAVENDER BIRTHDAY CARD,24,0.57,10.62
2010-12,BOTANICAL LILY GREETING CARD,17,0.42,7.19
2010-12,BOTANICAL ROSE GIFT WRAP,25,0.42,10.5
2010-12,BOTANICAL ROSE GREETING CARD,48,0.42,20.16
2010-12,BOTTLE BAG RETROSPOT ,129,2.18,150.41
2010-12,BOUDOIR SQUARE TISSUE BOX,47,1.69,70.09
2010-12,BOX OF 24 COCKTAIL PARASOLS,905,0.66,485.09
2010-12,BOX OF 6 ASSORTED COLOUR TEASPOONS,50,6.51,290.9
2010-12,BOX OF 9 PEBBLE CANDLES,58,3.08,133.44
2010-12,BOX OF VINTAGE ALPHABET BLOCKS,346,14.01,3245.54
2010-12,BOX OF VINTAGE JIGSAW BLOCKS ,91,6.14,478.94
2010-12,BOXED GLASS ASHTRAY,2,2.51,5.02
2010-12,BOYS ALPHABET IRON ON PATCHES,61,0.43,26.23
2010-12,BOYS VINTAGE TIN SEASIDE BUCKET,42,4.06,142.24
2010-12,BREAD BIN DINER STYLE IVORY,51,20.19,885.7
2010-12,BREAD BIN DINER STYLE MINT,15,20.71,272.35
2010-12,BREAD BIN DINER STYLE PINK,34,16.12,524.3
2010-12,BREAD BIN DINER STYLE RED ,34,18.69,570.4
2010-12,"BREAD BIN, DINER STYLE, IVORY",4,14.95,59.8
2010-12,"BREAD BIN, DINER STYLE, MINT",4,14.95,59.8
2010-12,BRIGHT BLUES RIBBONS ,60,1.25,75.0
2010-12,BROCADE RING PURSE ,1151,0.3,212.75
2010-12,BROCANTE COAT RACK,34,13.85,373.05
2010-12,BROCANTE SHELF WITH HOOKS,9,13.37,107.23
2010-12,BROWN  PIRATE TREASURE CHEST ,45,3.42,146.82
2010-12,BROWN CHECK CAT DOORSTOP ,38,6.36,241.68
2010-12,BROWN KUKUI COCONUT SEED NECKLACE,2,5.94,11.88
2010-12,BUNNY DECORATION MAGIC GARDEN,11,0.81,8.91
2010-12,BUNNY WOODEN PAINTED WITH BIRD ,2,0.85,1.7
2010-12,BUNNY WOODEN PAINTED WITH FLOWER ,1,0.85,0.85
2010-12,BUTTERFLIES STICKERS,68,1.28,64.04
2010-12,BUTTERFLY CROCHET FOOD COVER,14,3.75,52.5
2010-12,BUTTERFLY HAIR BAND,1,2.54,2.54
2010-12,BUTTON BOX ,65,2.67,142.57
2010-12,BUTTONS AND STRIPES NOTEBOOK ,3,3.75,11.25
2010-12,Bank Charges,1,15.0,15.0
2010-12,CABIN BAG VINTAGE PAISLEY,24,28.4,485.92
2010-12,CABIN BAG VINTAGE RETROSPOT,68,17.44,1004.6
2010-12,CACTI T-LIGHT CANDLES,356,4.01,202.12
2010-12,CAKE PLATE LOVEBIRD PINK,116,4.12,258.42
2010-12,CAKE PLATE LOVEBIRD WHITE,239,3.78,570.39
2010-12,CAKE SHOP  STICKER SHEET,13,0.85,11.05
2010-12,CAKE STAND 3 TIER MAGIC GARDEN,29,12.52,348.15
2010-12,CAKE STAND LACE WHITE,1,4.25,4.25
2010-12,CAKE STAND LOVEBIRD 2 TIER PINK,5,13.43,60.18
2010-12,CAKE STAND LOVEBIRD 2 TIER WHITE,2,15.16,30.33
2010-12,CAKE STAND VICTORIAN FILIGREE LARGE,25,8.47,211.81
2010-12,CAKE STAND VICTORIAN FILIGREE MED,47,6.02,286.17
2010-12,CAKE STAND VICTORIAN FILIGREE SMALL,12,4.21,50.52
2010-12,CAKE STAND WHITE TWO TIER LACE,12,9.71,110.48
2010-12,CAKES AND BOWS GIFT  TAPE,283,0.76,75.96
2010-12,CAKES AND RABBITS DESIGN FLANNEL ,6,1.5,8.34
2010-12,"CAKESTAND, 3 TIER, LOVEHEART",2,9.95,19.9
2010-12,CALENDAR FAMILY FAVOURITES,47,4.64,150.49
2010-12,CALENDAR IN SEASON DESIGN,29,3.94,100.35
2010-12,CALENDAR PAPER CUT DESIGN,124,4.21,463.48
2010-12,CAMOUFLAGE DESIGN TEDDY,101,2.46,214.35
2010-12,CAMOUFLAGE DOG COLLAR,1,12.72,12.72
2010-12,CAMOUFLAGE EAR MUFF HEADPHONES,22,7.33,148.43
2010-12,CAMOUFLAGE LED TORCH,405,2.55,687.07
2010-12,CAMPHOR WOOD PORTOBELLO MUSHROOM,13,1.56,18.77
2010-12,CANDLE PLATE LACE WHITE,39,2.4,95.89
2010-12,CANDLEHOLDER PINK HANGING HEART,199,3.42,597.93
2010-12,CANDY SHOP  STICKER SHEET,65,1.31,66.59
2010-12,CANDY SPOT CUSHION COVER,6,5.92,25.27
2010-12,CANDY SPOT EGG WARMER HARE,2,2.51,5.02
2010-12,CANDY SPOT EGG WARMER RABBIT,11,1.68,11.01
2010-12,CANDY SPOT HAND BAG,6,2.94,12.51
2010-12,CANDY SPOT HEART DECORATION,1,0.85,0.85
2010-12,CANNABIS LEAF BEAD CURTAIN,24,0.85,20.4
2010-12,CARAVAN SQUARE TISSUE BOX,29,1.94,43.81
2010-12,CARD BILLBOARD FONT,261,0.54,113.49
2010-12,CARD BIRTHDAY COWBOY,56,0.69,26.96
2010-12,CARD CAT AND TREE ,161,0.59,65.45
2010-12,CARD CHRISTMAS VILLAGE,384,0.6,187.08
2010-12,CARD CIRCUS PARADE,163,0.54,71.04
2010-12,CARD DOG AND BALL ,42,0.71,20.22
2010-12,CARD DOLLY GIRL ,86,0.5,37.39
2010-12,CARD GINGHAM ROSE ,49,0.51,21.01
2010-12,CARD HOLDER GINGHAM HEART,93,3.89,337.55
2010-12,CARD I LOVE LONDON ,169,0.58,76.57
2010-12,CARD MOTORBIKE SANTA,667,0.56,308.93
2010-12,CARD PARTY GAMES ,71,0.64,34.55
2010-12,CARD PSYCHEDELIC APPLES,113,0.58,49.61
2010-12,CARD SUKI BIRTHDAY,124,0.59,55.0
2010-12,CARD WEDDING DAY,2,0.85,1.7
2010-12,CARDHOLDER GINGHAM CHRISTMAS TREE,22,2.55,56.1
2010-12,CARDHOLDER GINGHAM STAR,81,3.67,251.73
2010-12,CARDHOLDER HOLLY WREATH METAL,29,4.94,124.23
2010-12,CARNIVAL BRACELET,13,12.75,165.75
2010-12,CAROUSEL DESIGN WASHBAG,9,2.7,22.07
2010-12,CAROUSEL PONIES BABY BIB,2,1.25,2.5
2010-12,CARRIAGE,10,60.0,600.0
2010-12,CARROT CHARLIE+LOLA COASTER SET,30,4.64,59.54
2010-12,CARTOON  PENCIL SHARPENERS,8,1.64,7.19
2010-12,CAST IRON HOOK GARDEN FORK,20,4.15,71.08
2010-12,CAST IRON HOOK GARDEN TROWEL,13,4.38,55.74
2010-12,CAT BOWL VINTAGE CREAM,13,4.66,59.85
2010-12,CD WALL TIDY BLUE OFFICE,1,0.84,0.84
2010-12,CD WALL TIDY RED FLOWERS,12,0.42,5.04
2010-12,CERAMIC BIRDHOUSE CRESTED TIT SMALL,17,4.22,59.03
2010-12,CERAMIC BOWL WITH LOVE HEART DESIGN,6,2.95,17.7
2010-12,CERAMIC BOWL WITH STRAWBERRY DESIGN,25,3.94,79.67
2010-12,CERAMIC CAKE BOWL + HANGING CAKES,83,4.3,268.93
2010-12,CERAMIC CAKE DESIGN SPOTTED MUG,172,1.49,256.28
2010-12,CERAMIC CAKE DESIGN SPOTTED PLATE,128,2.54,209.12
2010-12,CERAMIC CAKE STAND + HANGING CAKES,77,10.62,730.71
2010-12,CERAMIC CHERRY CAKE MONEY BANK,290,2.26,538.57
2010-12,CERAMIC HEART FAIRY CAKE MONEY BANK,444,2.26,1004.35
2010-12,CERAMIC LOVE HEART MONEY BANK,110,1.6,52.08
2010-12,CERAMIC PIRATE CHEST MONEY BANK,86,1.86,134.25
2010-12,CERAMIC PLATE STRAWBERRY DESIGN,40,1.49,59.6
2010-12,CERAMIC STRAWBERRY CAKE MONEY BANK,488,2.29,830.41
2010-12,CERAMIC STRAWBERRY DESIGN MUG,218,1.76,309.26
2010-12,CERAMIC STRAWBERRY MONEY BOX,37,3.98,131.15
2010-12,CERAMIC STRAWBERRY TRINKET TRAY,7,3.8,20.36
2010-12,CHALKBOARD KITCHEN ORGANISER,10,35.69,315.71
2010-12,CHARLIE & LOLA WASTEPAPER BIN BLUE,8,5.04,33.87
2010-12,CHARLIE & LOLA WASTEPAPER BIN FLORA,57,4.02,97.62
2010-12,CHARLIE + LOLA BISCUITS TINS,20,10.5,199.36
2010-12,CHARLIE + LOLA RED HOT WATER BOTTLE,223,3.52,795.92
2010-12,CHARLIE AND LOLA CHARLOTTE BAG,19,3.07,44.15
2010-12,CHARLIE AND LOLA FIGURES TINS,10,8.77,87.66
2010-12,CHARLIE AND LOLA TABLE TINS,3,9.46,28.37
2010-12,CHARLIE LOLA BLUE HOT WATER BOTTLE ,76,5.41,491.23
2010-12,CHARLIE+LOLA MY ROOM DOOR SIGN,13,1.98,24.65
2010-12,CHARLIE+LOLA PINK HOT WATER BOTTLE,314,3.77,1273.96
2010-12,CHARLIE+LOLA RED HOT WATER BOTTLE ,130,5.26,872.92
2010-12,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",15,2.82,27.16
2010-12,CHARLOTTE BAG DOLLY GIRL DESIGN,249,1.06,208.2
2010-12,CHARLOTTE BAG PINK POLKADOT,618,1.35,951.55
2010-12,CHARLOTTE BAG SUKI DESIGN,1981,1.38,3600.81
2010-12,CHERRY BLOSSOM  DECORATIVE FLASK,24,6.86,114.0
2010-12,CHERRY BLOSSOM LUGGAGE TAG,2,2.51,5.02
2010-12,CHERRY BLOSSOM PASSPORT COVER,53,3.1,52.83
2010-12,CHERRY BLOSSOM TABLE CLOCK ,2,8.95,17.9
2010-12,CHERRY CROCHET FOOD COVER,6,4.4,26.37
2010-12,CHEST 7 DRAWER MA CAMPAGNE,6,23.95,137.7
2010-12,CHEST NATURAL WOOD 20 DRAWERS,1,125.0,125.0
2010-12,CHEST OF DRAWERS GINGHAM HEART ,19,19.57,356.15
2010-12,CHICK GREY HOT WATER BOTTLE,576,4.52,2429.56
2010-12,CHILDREN'S APRON DOLLY GIRL ,86,2.91,214.36
2010-12,CHILDREN'S CIRCUS PARADE MUG,191,2.2,337.38
2010-12,CHILDREN'S SPACEBOY MUG,173,2.24,314.52
2010-12,CHILDRENS APRON APPLES DESIGN,100,3.08,231.16
2010-12,CHILDRENS APRON SPACEBOY DESIGN,195,3.09,585.2
2010-12,CHILDRENS DOLLY GIRL MUG,347,2.12,556.38
2010-12,CHILDRENS GARDEN GLOVES BLUE,27,1.67,39.23
2010-12,CHILDRENS GARDEN GLOVES PINK,39,2.3,76.15
2010-12,CHILDRENS SPACEBOY MUG,24,1.65,39.6
2010-12,CHILDS BREAKFAST SET CIRCUS PARADE,58,9.2,503.16
2010-12,CHILDS BREAKFAST SET DOLLY GIRL ,64,10.31,612.43
2010-12,CHILDS BREAKFAST SET SPACEBOY ,89,9.75,816.0
2010-12,CHILDS GARDEN BRUSH BLUE,21,3.04,54.65
2010-12,CHILDS GARDEN BRUSH PINK,26,3.27,67.26
2010-12,CHILDS GARDEN FORK BLUE ,15,1.05,13.56
2010-12,CHILDS GARDEN FORK PINK,15,1.05,13.56
2010-12,CHILDS GARDEN RAKE BLUE,10,3.37,27.33
2010-12,CHILDS GARDEN RAKE PINK,8,3.51,21.02
2010-12,CHILDS GARDEN SPADE BLUE,18,2.45,39.91
2010-12,CHILDS GARDEN SPADE PINK,18,3.61,50.46
2010-12,CHILDS GARDEN TROWEL BLUE ,3,1.12,3.36
2010-12,CHILDS GARDEN TROWEL PINK,4,1.25,5.02
2010-12,CHILLI LIGHTS,1590,5.82,7506.44
2010-12,CHINESE DRAGON PAPER LANTERNS,380,2.03,175.7
2010-12,CHOC TRUFFLE GOLD TRINKET POT ,38,2.79,72.96
2010-12,CHOCOLATE 1 WICK MORRIS BOX CANDLE,56,3.3,97.33
2010-12,CHOCOLATE 3 WICK MORRIS BOX CANDLE,415,3.46,579.74
2010-12,CHOCOLATE BOX RIBBONS ,71,1.63,97.57
2010-12,CHOCOLATE CALCULATOR,180,2.66,363.69
2010-12,CHOCOLATE HOT WATER BOTTLE,1229,6.05,7322.18
2010-12,CHOCOLATE THIS WAY METAL SIGN,281,2.97,635.07
2010-12,CHRISTMAS CARD SCREEN PRINT ,30,0.43,12.78
2010-12,CHRISTMAS CARD SINGING ANGEL,92,0.43,38.96
2010-12,CHRISTMAS CARD STACK OF PRESENTS,60,0.42,25.2
2010-12,CHRISTMAS CRAFT HEART STOCKING ,30,2.1,63.0
2010-12,CHRISTMAS CRAFT LITTLE FRIENDS,324,2.96,862.41
2010-12,CHRISTMAS CRAFT TREE TOP ANGEL,273,3.07,696.78
2010-12,CHRISTMAS CRAFT WHITE FAIRY ,134,1.9,221.04
2010-12,CHRISTMAS DECOUPAGE CANDLE,101,0.91,82.79
2010-12,"CHRISTMAS GARLAND STARS,TREES",25,3.75,93.75
2010-12,CHRISTMAS GINGHAM HEART,622,1.18,579.64
2010-12,CHRISTMAS GINGHAM STAR,416,1.26,391.58
2010-12,CHRISTMAS GINGHAM TREE,265,1.35,290.86
2010-12,CHRISTMAS HANGING HEART WITH BELL,211,1.71,281.39
2010-12,CHRISTMAS HANGING STAR WITH BELL,117,2.01,176.49
2010-12,CHRISTMAS HANGING TREE WITH BELL,150,1.81,206.4
2010-12,CHRISTMAS LIGHTS 10 REINDEER,144,10.53,1390.16
2010-12,CHRISTMAS LIGHTS 10 SANTAS ,65,9.06,569.1
2010-12,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,351,6.14,1820.61
2010-12,CHRISTMAS METAL POSTCARD WITH BELLS,34,9.73,93.39
2010-12,CHRISTMAS METAL TAGS ASSORTED ,231,5.94,582.81
2010-12,CHRISTMAS MUSICAL ZINC HEART ,57,1.21,66.27
2010-12,CHRISTMAS MUSICAL ZINC STAR,16,1.12,14.41
2010-12,CHRISTMAS MUSICAL ZINC TREE,14,1.17,18.38
2010-12,CHRISTMAS PUDDING TRINKET POT ,187,2.25,318.85
2010-12,CHRISTMAS RETROSPOT ANGEL WOOD,212,1.2,223.94
2010-12,CHRISTMAS RETROSPOT HEART WOOD,137,1.29,134.27
2010-12,CHRISTMAS RETROSPOT STAR WOOD,277,1.29,257.23
2010-12,CHRISTMAS RETROSPOT TREE WOOD,111,1.31,119.46
2010-12,CHRISTMAS TOILET ROLL,715,1.79,1421.09
2010-12,CHRISTMAS TREE DECORATION WITH BELL,525,0.43,224.12
2010-12,CHRISTMAS TREE HEART DECORATION,564,0.43,239.83
2010-12,CHRISTMAS TREE PAINTED ZINC ,60,1.0,44.67
2010-12,CHRISTMAS TREE STAR DECORATION,582,0.46,254.75
2010-12,CHRISTMAS TREE T-LIGHT HOLDER,2,1.45,2.9
2010-12,CHRYSANTHEMUM  JOURNAL,6,2.55,15.3
2010-12,CHRYSANTHEMUM NOTEBOOK,10,2.22,19.92
2010-12,CHRYSANTHEMUM POCKET BOOK ,5,0.85,4.25
2010-12,CHRYSANTHEMUM SKETCHBOOK ,12,4.14,48.87
2010-12,CHUNKY CRACKED GLAZE NECKLACE IVORY,1,11.05,11.05
2010-12,CHUNKY SILVER NECKLACE PASTEL FLOWE,3,10.4,31.19
2010-12,CINAMMON & ORANGE WREATH,38,6.65,242.1
2010-12,CINAMMON SET OF 9 T-LIGHTS,214,1.13,202.96
2010-12,CINNAMON SCENTED VOTIVE CANDLE,120,0.27,30.96
2010-12,CIRCUS PARADE CHILDRENS EGG CUP ,202,1.7,272.66
2010-12,CIRCUS PARADE LUNCH BOX ,99,2.82,240.74
2010-12,CITRONELLA CANDLE FLOWERPOT,16,3.16,42.04
2010-12,CITRONELLA CANDLE GARDEN POT,8,2.09,18.82
2010-12,CLAM SHELL LARGE,1,3.75,3.75
2010-12,CLAM SHELL SMALL ,3,3.16,8.41
2010-12,CLASSIC FRENCH STYLE BASKET BROWN,1,6.75,6.75
2010-12,CLASSIC FRENCH STYLE BASKET GREEN ,4,10.16,33.82
2010-12,CLASSIC FRENCH STYLE BASKET NATURAL,5,9.48,47.39
2010-12,CLASSIC METAL BIRDCAGE PLANT HOLDER,39,14.79,490.67
2010-12,CLASSIC WHITE FRAME,25,3.37,76.71
2010-12,CLASSICAL ROSE CANDLESTAND,75,1.42,66.21
2010-12,CLASSICAL ROSE SMALL VASE,55,2.95,80.36
2010-12,CLEAR ACRYLIC FACETED BANGLE,15,2.53,23.86
2010-12,CLEAR CRYSTAL STAR PHONE CHARM,1,1.66,1.66
2010-12,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,436,1.58,504.74
2010-12,CLEAR LOVE BIRD T-LIGHT HOLDER,26,4.34,86.74
2010-12,CLEAR MILKSHAKE GLASS,26,2.1,54.6
2010-12,CLOTHES PEGS RETROSPOT PACK 24 ,1159,1.65,1580.45
2010-12,COCKLE SHELL DISH,5,3.68,18.94
2010-12,COFFEE MUG APPLES DESIGN,58,3.05,157.94
2010-12,COFFEE MUG BLUE PAISLEY DESIGN,51,3.39,142.6
2010-12,COFFEE MUG CAT + BIRD DESIGN,178,3.64,531.71
2010-12,COFFEE MUG DOG + BALL DESIGN,135,3.18,376.88
2010-12,COFFEE MUG PEARS  DESIGN,101,2.48,241.35
2010-12,COFFEE MUG PINK PAISLEY DESIGN,29,3.8,86.5
2010-12,COFFEE SCENT PILLAR CANDLE,15,1.43,16.17
2010-12,COLOUR GLASS T-LIGHT HOLDER HANGING,452,0.76,306.2
2010-12,COLOUR GLASS. STAR T-LIGHT HOLDER,665,4.02,1976.77
2010-12,COLOURING PENCILS BROWN TUBE,541,1.28,364.29
2010-12,COLUMBIAN  CUBE CANDLE ,1,1.66,1.66
2010-12,COLUMBIAN CANDLE RECTANGLE,21,1.81,36.75
2010-12,COLUMBIAN CANDLE ROUND,77,0.72,48.53
2010-12,COLUMBIAN CANDLE ROUND ,67,1.41,85.01
2010-12,COLUMBIAN CUBE CANDLE,14,1.95,27.3
2010-12,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,3,18.68,56.04
2010-12,COOK WITH WINE METAL SIGN ,608,2.6,1146.44
2010-12,COOKING SET RETROSPOT,33,9.95,328.35
2010-12,COPPER/OLIVE GREEN FLOWER NECKLACE,4,6.37,25.48
2010-12,CORONA MEXICAN TRAY,172,5.87,719.69
2010-12,COSMETIC BAG VINTAGE ROSE PAISLEY,67,3.27,155.47
2010-12,COSY HOUR CIGAR BOX MATCHES ,124,1.25,155.0
2010-12,COSY HOUR GIANT TUBE MATCHES,150,2.52,360.9
2010-12,COSY SLIPPER SHOES LARGE GREEN,76,4.24,250.84
2010-12,COSY SLIPPER SHOES SMALL  RED ,30,3.63,97.38
2010-12,COSY SLIPPER SHOES SMALL GREEN,27,3.61,85.57
2010-12,COUNTRY COTTAGE  DOORSTOP GREEN,1,8.47,8.47
2010-12,COWBOYS AND INDIANS BIRTHDAY CARD ,153,0.63,66.69
2010-12,CRACKED GLAZE EARRINGS BROWN,1,2.54,2.54
2010-12,CRACKED GLAZE EARRINGS IVORY,1,2.55,2.55
2010-12,CRACKED GLAZE EARRINGS RED,2,2.54,5.09
2010-12,CRACKED GLAZE NECKLACE IVORY,1,6.95,6.95
2010-12,CRACKED GLAZE NECKLACE RED,3,7.13,21.39
2010-12,CRAZY DAISY HEART DECORATION,4,1.88,7.52
2010-12,CREAM AND PINK FLOWERS PONY ,1,3.75,3.75
2010-12,CREAM CUPID HEARTS COAT HANGER,286,3.3,854.06
2010-12,CREAM DELPHINIUM ARTIFICIAL FLOWER,2,2.95,5.9
2010-12,CREAM FELT EASTER EGG BASKET,42,1.65,69.3
2010-12,CREAM HEART CARD HOLDER,2278,5.16,5717.26
2010-12,CREAM SLICE FLANNEL CHOCOLATE SPOT ,26,3.44,82.62
2010-12,CREAM SLICE FLANNEL PINK SPOT ,186,4.16,520.7
2010-12,CREAM SWEETHEART EGG HOLDER,36,7.12,208.55
2010-12,CREAM SWEETHEART LETTER RACK,201,7.23,899.95
2010-12,CREAM SWEETHEART MINI CHEST,76,17.53,1185.58
2010-12,CREAM SWEETHEART WALL CABINET,6,18.45,107.7
2010-12,CREAM WALL PLANTER HEART SHAPED,35,6.51,215.02
2010-12,CRYSTAL DIAMANTE EXPANDABLE RING,10,4.25,42.48
2010-12,CRYSTAL DIAMANTE STAR BROOCH,4,5.09,20.36
2010-12,CRYSTAL FROG PHONE CHARM,5,1.5,7.49
2010-12,CRYSTAL HOOP EARRING FLORAL LEAF,3,2.96,8.87
2010-12,CRYSTAL PAIR HEART HAIR SLIDES,5,3.75,18.75
2010-12,CRYSTAL SEA HORSE PHONE CHARM,2,1.66,3.32
2010-12,CRYSTAL STILETTO PHONE CHARM,2,1.66,3.32
2010-12,CRYSTAL STUD EARRINGS ASSORTED COL ,36,0.38,13.68
2010-12,CUBIC MUG FLOCK BLUE ON BROWN,3,2.55,7.65
2010-12,CUBIC MUG FLOCK PINK ON BROWN,4,12.17,39.06
2010-12,CUBIC MUG PINK POLKADOT,4,13.37,53.49
2010-12,CUPBOARD 3 DRAWER MA CAMPAGNE,23,19.41,353.17
2010-12,CUPCAKE LACE PAPER SET 6,75,1.95,146.25
2010-12,CUPID DESIGN SCENTED CANDLES,23,3.63,68.69
2010-12,CURIOUS  IMAGES NOTEBOOK SET,4,6.36,21.22
2010-12,CURIOUS IMAGES GIFT WRAP SET,54,2.1,113.4
2010-12,CURIOUS IMAGES SCRAP BOOK SET,3,4.95,14.85
2010-12,CUSHION COVER PINK UNION JACK,15,7.22,99.43
2010-12,CUT GLASS HEXAGON T-LIGHT HOLDER,12,3.38,47.2
2010-12,CUT GLASS T-LIGHT HOLDER OCTAGON,12,2.55,30.6
2010-12,CUTE CATS TAPE,236,0.45,61.12
2010-12,DAIRY MAID  PUDDING BOWL,5,3.75,18.75
2010-12,DAIRY MAID LARGE MILK JUG,17,7.56,110.25
2010-12,DAIRY MAID STRIPE MUG,28,2.95,82.6
2010-12,DAIRY MAID TOASTRACK,5,4.73,23.63
2010-12,DAIRY MAID TRADITIONAL TEAPOT ,10,8.6,82.74
2010-12,DAISIES  HONEYCOMB GARLAND ,3,3.36,10.08
2010-12,DAISY GARDEN MARKER,9,2.09,16.29
2010-12,DAISY HAIR BAND,17,1.67,28.13
2010-12,DAISY HAIR COMB,3,2.54,7.62
2010-12,DAISY JOURNAL ,4,2.55,10.2
2010-12,DAISY NOTEBOOK ,9,2.93,28.53
2010-12,DAISY SKETCHBOOK ,9,4.52,37.62
2010-12,DANISH ROSE BEDSIDE CABINET,1,39.95,39.95
2010-12,DANISH ROSE DECORATIVE PLATE,270,0.66,123.48
2010-12,DANISH ROSE DELUXE COASTER,300,0.3,70.68
2010-12,DANISH ROSE FOLDING CHAIR,98,7.95,779.1
2010-12,DANISH ROSE PHOTO FRAME,223,1.19,201.45
2010-12,DANISH ROSE ROUND SEWING BOX,213,1.37,198.05
2010-12,DANISH ROSE TRINKET TRAYS,66,2.03,91.9
2010-12,DARK BIRD HOUSE TREE DECORATION,28,1.28,35.84
2010-12,DECORATION  BUTTERFLY  MAGIC GARDEN,18,1.45,19.68
2010-12,DECORATION  PINK CHICK MAGIC GARDEN,11,1.38,10.61
2010-12,"DECORATION , WOBBLY CHICKEN, METAL ",2,3.36,6.72
2010-12,"DECORATION , WOBBLY RABBIT , METAL ",4,2.79,10.02
2010-12,"DECORATION HEN ON NEST, HANGING",42,2.5,74.43
2010-12,DECORATION WHITE CHICK MAGIC GARDEN,33,0.83,27.37
2010-12,DECORATIVE CATS BATHROOM BOTTLE,130,2.0,138.47
2010-12,DECORATIVE FLORE BATHROOM BOTTLE,22,2.36,40.46
2010-12,DECORATIVE PLANT POT WITH FRIEZE,5,10.0,47.93
2010-12,DECORATIVE ROSE BATHROOM BOTTLE,167,1.77,130.93
2010-12,"DECOUPAGE,GREETING CARD,",88,0.6,38.68
2010-12,DELUXE SEWING KIT ,323,8.5,2853.21
2010-12,DENIM PATCH PURSE PINK BUTTERFLY,30,1.65,49.55
2010-12,DIAMANTE BOW BROOCH BLACK COLOUR,8,6.46,51.68
2010-12,DIAMANTE BOW BROOCH GREEN COLOUR,9,6.35,57.15
2010-12,DIAMANTE BOW BROOCH RED COLOUR,15,6.35,95.25
2010-12,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,4,1.68,6.68
2010-12,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,5,1.69,8.45
2010-12,DIAMANTE HAIR GRIP PACK/2 MONTANA,1,1.65,1.65
2010-12,DIAMANTE HAIR GRIP PACK/2 PERIDOT,4,1.69,6.76
2010-12,DIAMANTE HAIR GRIP PACK/2 RUBY,6,1.68,10.02
2010-12,"DIAMANTE HEART SHAPED WALL MIRROR, ",27,13.21,346.14
2010-12,DIAMANTE NECKLACE BLACK ,1,7.64,7.64
2010-12,DIAMANTE RING ASSORTED IN BOX.,312,1.25,390.0
2010-12,DIAMOND LAS VEGAS NECKLACE 45CM,4,5.94,23.76
2010-12,DINOSAUR HEIGHT CHART STICKER SET,8,5.49,44.32
2010-12,DINOSAUR KEYRINGS ASSORTED,271,0.35,69.01
2010-12,DINOSAUR LUNCH BOX WITH CUTLERY,20,3.05,53.51
2010-12,DINOSAUR PARTY BAG + STICKER SET,18,1.65,29.7
2010-12,DINOSAURS  WRITING SET ,75,2.2,187.02
2010-12,DISCO BALL CHRISTMAS DECORATION,1883,0.19,210.67
2010-12,DISCO BALL ROTATOR BATTERY OPERATED,47,4.25,199.75
2010-12,DO NOT TOUCH MY STUFF DOOR HANGER ,20,2.3,36.64
2010-12,DOCTOR'S BAG SOFT TOY,24,8.95,214.8
2010-12,DOG BOWL CHASING BALL DESIGN,19,5.41,82.86
2010-12,DOG BOWL VINTAGE CREAM,14,4.25,59.5
2010-12,DOG TOY WITH PINK CROCHET SKIRT,6,4.06,24.34
2010-12,DOGGY RUBBER,16,0.21,3.36
2010-12,DOLLY GIRL CHILDRENS EGG CUP,117,1.67,156.33
2010-12,DOLLY GIRL LUNCH BOX,486,2.52,1010.86
2010-12,DOLLY HONEYCOMB GARLAND,193,1.15,126.45
2010-12,DOLLY MIXTURE CHILDREN'S UMBRELLA,18,5.01,79.62
2010-12,DOOR HANGER  MUM + DADS ROOM,4,1.93,7.71
2010-12,DOORMAT 3 SMILEY CATS,98,11.07,912.54
2010-12,DOORMAT AIRMAIL ,51,11.63,491.61
